Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,165,Research & Development,Healthcare Representative,Female,58,Y,Married,Master,Medical,Travel_Rarely,23,High,3,Very High,94,147,3465,10312,12,1,80,No,1,40,40,10,15,6,Very High,3,Good,Excellent,Very High,Yes
1,167,Sales,Sales Representative,Male,19,Y,Single,Below College,Marketing,Travel_Rarely,22,High,1,High,50,528,26820,1675,19,0,80,Yes,1,0,0,0,0,0,Very High,2,Good,Excellent,Very High,Yes
1,169,Research & Development,Laboratory Technician,Male,22,Y,Married,Below College,Technical Degree,Travel_Rarely,2,High,1,Very High,100,594,19299,2523,14,1,80,No,0,3,2,1,2,1,High,2,Better,Excellent,High,No
1,170,Research & Development,Manufacturing Director,Female,49,Y,Married,Master,Medical,Travel_Rarely,20,High,2,Low,96,470,5549,6567,14,0,80,No,1,16,15,11,5,11,High,2,Good,Excellent,High,No
1,171,Research & Development,Research Scientist,Female,43,Y,Single,Bachelor,Medical,Travel_Frequently,28,Very High,1,High,72,957,16090,4739,12,0,80,No,4,18,3,2,1,2,Medium,2,Better,Excellent,Very High,No
1,174,Sales,Sales Executive,Female,50,Y,Single,Bachelor,Marketing,Travel_Frequently,12,High,3,Very High,77,809,6645,9208,11,0,80,No,4,16,2,2,2,1,High,3,Better,Excellent,Very High,No
1,175,Sales,Sales Executive,Female,31,Y,Married,Bachelor,Life Sciences,Travel_Rarely,20,Low,2,High,71,542,24788,4559,11,1,80,Yes,3,4,2,2,2,2,Medium,2,Better,Excellent,High,Yes
1,176,Sales,Sales Executive,Male,41,Y,Divorced,Below College,Life Sciences,Travel_Rarely,9,High,3,High,96,802,21196,8189,13,1,80,Yes,3,12,9,7,0,7,High,2,Better,Excellent,High,No
1,177,Human Resources,Human Resources,Female,26,Y,Married,Below College,Life Sciences,Travel_Rarely,25,High,1,High,61,1355,8916,2942,23,1,80,No,1,8,8,7,5,7,High,3,Better,Outstanding,Very High,No
1,178,Research & Development,Manufacturing Director,Male,36,Y,Divorced,College,Medical,Travel_Rarely,6,High,2,Medium,84,216,2819,4941,20,2,80,No,6,7,3,2,0,1,Medium,0,Better,Outstanding,Very High,No
1,179,Research & Development,Manufacturing Director,Male,51,Y,Single,Master,Life Sciences,Travel_Frequently,8,Low,3,Very High,53,1150,25150,10650,15,0,80,No,2,18,4,2,0,3,Low,2,Better,Excellent,Very High,Yes
1,182,Sales,Sales Executive,Female,39,Y,Married,Master,Life Sciences,Travel_Rarely,4,Medium,2,High,47,1329,14590,5902,14,1,80,No,4,17,15,11,5,9,Very High,1,Best,Excellent,High,No
1,183,Sales,Sales Executive,Male,25,Y,Married,Bachelor,Life Sciences,Travel_Rarely,28,Medium,2,High,41,959,24835,8639,18,0,80,No,2,6,2,2,2,2,Low,3,Better,Excellent,Very High,No
1,184,Human Resources,Human Resources,Male,30,Y,Married,Bachelor,Human Resources,Travel_Rarely,9,High,2,Very High,48,1240,13982,6347,19,0,80,Yes,0,12,11,9,4,7,High,2,Bad,Excellent,Very High,No
1,190,Research & Development,Laboratory Technician,Female,32,Y,Single,Bachelor,Medical,Travel_Rarely,9,High,1,Low,41,1033,10224,4200,22,0,80,No,7,10,5,4,0,4,Low,2,Best,Outstanding,Low,Yes
1,192,Research & Development,Research Scientist,Male,45,Y,Single,Bachelor,Medical,Travel_Rarely,29,High,1,Very High,83,1316,9752,3452,13,0,80,No,5,9,6,5,0,3,High,2,Good,Excellent,Medium,No
1,193,Research & Development,Research Scientist,Female,38,Y,Single,Doctor,Technical Degree,Travel_Rarely,3,High,2,High,32,364,2302,4317,20,0,80,Yes,3,19,3,2,2,2,Very High,2,Better,Outstanding,Medium,No
1,194,Research & Development,Research Scientist,Female,30,Y,Single,Bachelor,Life Sciences,Travel_Rarely,18,High,1,High,75,438,23910,2632,14,0,80,No,1,5,5,4,0,4,Low,4,Good,Excellent,High,No
1,195,Sales,Sales Executive,Male,32,Y,Divorced,College,Medical,Travel_Frequently,9,Low,2,Very High,35,689,22812,4668,17,3,80,No,0,9,8,7,0,7,Very High,2,Best,Excellent,Very High,No
1,197,Research & Development,Research Scientist,Female,30,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,5,High,1,Low,84,201,10415,3204,14,1,80,No,5,8,3,2,2,2,Very High,3,Better,Excellent,Very High,No
1,198,Research & Development,Laboratory Technician,Male,30,Y,Single,Below College,Medical,Travel_Rarely,2,Medium,1,Very High,35,1427,11162,2720,13,0,80,No,0,6,5,3,1,2,Medium,3,Better,Excellent,Very High,No
1,199,Research & Development,Manager,Male,41,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,10,Medium,4,Low,91,857,12888,17181,13,1,80,No,4,21,7,6,7,7,Very High,2,Good,Excellent,Medium,No
1,200,Research & Development,Laboratory Technician,Male,41,Y,Married,Master,Life Sciences,Travel_Rarely,9,High,1,Low,94,933,6961,2238,21,1,80,No,2,7,5,0,1,4,High,2,Better,Outstanding,Very High,No
1,201,Research & Development,Laboratory Technician,Female,19,Y,Single,Below College,Medical,Travel_Rarely,3,High,1,Medium,79,1181,16102,1483,14,0,80,No,1,1,1,0,0,0,Medium,3,Better,Excellent,Very High,No
1,202,Research & Development,Research Scientist,Female,40,Y,Divorced,Bachelor,Medical,Travel_Frequently,26,High,2,Medium,54,1395,8504,5605,11,1,80,No,1,20,20,7,2,13,Medium,2,Better,Excellent,Low,No
1,204,Sales,Sales Executive,Male,35,Y,Married,Doctor,Marketing,Travel_Rarely,1,High,3,Medium,94,662,11439,7295,13,2,80,No,1,10,10,8,0,6,High,3,Better,Excellent,Low,No
1,205,Sales,Sales Representative,Male,53,Y,Married,College,Marketing,Travel_Rarely,6,High,2,High,34,1436,16047,2306,20,1,80,Yes,2,13,7,7,4,5,Medium,3,Bad,Outstanding,Very High,No
1,206,Research & Development,Laboratory Technician,Male,45,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,9,High,2,Medium,60,194,10901,2348,18,1,80,No,8,20,17,9,0,15,Medium,2,Bad,Excellent,High,No
1,207,Sales,Sales Executive,Female,32,Y,Single,Bachelor,Marketing,Travel_Frequently,8,High,3,Very High,43,967,15589,8998,14,0,80,No,1,9,9,8,3,7,Medium,2,Better,Excellent,Very High,No
1,208,Research & Development,Manufacturing Director,Male,29,Y,Married,Below College,Technical Degree,Non-Travel,1,High,2,High,41,1496,26283,4319,13,1,80,No,1,10,10,7,0,9,Very High,1,Better,Excellent,Low,No
1,211,Research & Development,Manufacturing Director,Male,51,Y,Married,Master,Medical,Travel_Rarely,7,Medium,2,High,34,1169,13983,6132,17,0,80,No,2,10,1,0,0,0,Medium,2,Better,Excellent,High,No
1,214,Research & Development,Research Scientist,Female,58,Y,Married,Bachelor,Medical,Travel_Rarely,9,Medium,1,Medium,75,1145,11873,3346,20,1,80,Yes,4,9,1,0,0,0,Medium,3,Good,Outstanding,Medium,No
1,215,Sales,Sales Executive,Male,40,Y,Married,Master,Marketing,Travel_Rarely,4,Medium,3,Very High,67,630,8552,10855,11,1,80,No,7,15,12,11,2,11,High,2,Good,Excellent,Low,No
1,216,Sales,Sales Representative,Female,34,Y,Married,Master,Marketing,Travel_Frequently,2,High,1,High,75,303,11314,2231,18,1,80,No,6,6,4,3,1,2,High,3,Better,Excellent,Very High,No
1,217,Research & Development,Research Scientist,Male,22,Y,Married,Below College,Medical,Travel_Rarely,19,High,1,Very High,80,1256,11992,2323,24,2,80,No,1,2,2,2,2,2,High,6,Better,Outstanding,Low,No
1,218,Research & Development,Research Scientist,Male,27,Y,Divorced,Bachelor,Medical,Non-Travel,9,High,1,Medium,57,691,5970,2024,18,1,80,No,6,6,2,2,2,2,Very High,1,Bad,Excellent,Very High,No
1,221,Research & Development,Research Scientist,Male,28,Y,Married,Bachelor,Medical,Travel_Rarely,21,High,1,Very High,42,440,6672,2713,11,1,80,No,1,5,5,2,0,2,High,2,Bad,Excellent,High,No
1,223,Research & Development,Healthcare Representative,Male,57,Y,Divorced,College,Life Sciences,Travel_Rarely,24,Very High,3,Very High,83,334,23402,9439,16,1,80,Yes,3,12,5,3,1,4,High,2,Bad,Excellent,Medium,No
1,224,Research & Development,Research Scientist,Male,27,Y,Divorced,Bachelor,Medical,Non-Travel,3,Medium,1,High,79,1450,25326,2566,15,1,80,Yes,1,1,1,1,0,1,High,2,Good,Excellent,Very High,No
1,226,Research & Development,Manager,Female,50,Y,Single,Bachelor,Life Sciences,Travel_Rarely,11,High,5,Medium,53,1452,17053,19926,15,0,80,No,3,21,5,4,4,4,High,5,Better,Excellent,Medium,No
1,227,Research & Development,Research Scientist,Male,41,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,14,High,1,High,56,465,4609,2451,12,1,80,No,4,13,9,8,1,8,Low,2,Better,Excellent,Low,No
1,228,Sales,Sales Executive,Female,30,Y,Married,Bachelor,Life Sciences,Travel_Rarely,5,High,3,Very High,41,1339,8053,9419,12,1,80,No,2,12,10,9,7,4,Medium,2,Better,Excellent,High,No
1,230,Sales,Sales Executive,Female,38,Y,Single,Master,Life Sciences,Travel_Rarely,1,Medium,2,Very High,59,702,12930,8686,22,0,80,No,4,12,8,3,0,7,Low,2,Best,Outstanding,High,No
1,231,Research & Development,Research Scientist,Male,32,Y,Single,Doctor,Life Sciences,Travel_Rarely,6,High,1,High,43,120,12430,3038,20,0,80,No,3,8,5,4,1,4,High,2,Better,Outstanding,Low,No
1,233,Research & Development,Research Scientist,Male,27,Y,Married,Bachelor,Technical Degree,Travel_Rarely,17,High,1,Medium,51,1157,13364,3058,16,1,80,Yes,0,6,5,2,1,1,High,3,Good,Excellent,Very High,No
1,235,Sales,Sales Representative,Female,19,Y,Single,Below College,Technical Degree,Travel_Frequently,1,Low,1,Low,100,602,20989,2325,21,0,80,No,0,1,0,0,0,0,High,5,Best,Outstanding,Low,Yes
1,238,Research & Development,Laboratory Technician,Male,36,Y,Single,College,Medical,Travel_Frequently,3,High,1,Medium,30,1480,15062,2088,12,0,80,No,4,13,8,7,7,2,Very High,3,Good,Excellent,High,No
1,239,Research & Development,Laboratory Technician,Male,30,Y,Divorced,Bachelor,Medical,Non-Travel,9,High,2,Low,66,111,11012,3072,11,2,80,No,1,12,12,9,6,10,High,4,Better,Excellent,High,No
1,240,Sales,Sales Executive,Female,45,Y,Divorced,College,Life Sciences,Travel_Rarely,4,High,2,Low,30,1268,6319,5006,11,1,80,Yes,4,9,5,4,0,3,High,3,Best,Excellent,Low,No
1,241,Research & Development,Research Scientist,Female,56,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,8,High,1,Low,67,713,13939,4257,18,1,80,Yes,4,19,2,2,2,2,High,3,Better,Excellent,High,No
1,242,Research & Development,Research Scientist,Male,33,Y,Single,Bachelor,Life Sciences,Travel_Rarely,2,High,1,Very High,90,134,10515,2500,14,0,80,No,0,4,3,1,0,2,High,2,Best,Excellent,Low,No
1,243,Research & Development,Laboratory Technician,Male,19,Y,Single,Bachelor,Life Sciences,Travel_Rarely,2,Medium,1,Very High,47,303,9241,1102,22,0,80,No,1,1,1,0,1,0,Medium,3,Good,Outstanding,High,Yes
1,244,Sales,Sales Executive,Female,46,Y,Divorced,College,Marketing,Travel_Rarely,1,High,3,Low,92,526,2137,10453,25,3,80,No,1,24,24,13,15,7,Medium,2,Better,Outstanding,High,No
1,245,Research & Development,Laboratory Technician,Female,38,Y,Single,College,Life Sciences,Travel_Rarely,9,High,1,Very High,75,1380,6319,2288,12,0,80,No,1,2,2,2,2,1,High,3,Better,Excellent,High,No
1,246,Research & Development,Research Scientist,Female,31,Y,Married,Below College,Medical,Travel_Rarely,12,High,1,Very High,95,140,6984,3929,23,1,80,Yes,8,7,4,2,0,2,High,0,Better,Outstanding,High,No
1,247,Research & Development,Research Scientist,Female,34,Y,Single,College,Medical,Travel_Rarely,27,High,1,Medium,95,629,5711,2311,15,0,80,No,2,9,3,2,1,2,Very High,3,Better,Excellent,Very High,No
1,248,Sales,Sales Representative,Female,41,Y,Single,College,Marketing,Travel_Rarely,20,High,1,Medium,70,1356,21728,3140,22,0,80,Yes,1,4,4,3,0,2,Medium,5,Good,Outstanding,Very High,Yes
1,249,Research & Development,Laboratory Technician,Male,50,Y,Married,Bachelor,Medical,Travel_Rarely,1,Medium,1,High,86,328,3425,3690,15,1,80,No,2,5,3,2,0,2,High,2,Good,Excellent,Very High,No
1,250,Research & Development,Manufacturing Director,Female,53,Y,Divorced,College,Medical,Travel_Rarely,13,Very High,2,Low,57,1084,26250,4450,11,2,80,No,1,5,4,2,1,3,Very High,3,Better,Excellent,High,No
1,252,Research & Development,Research Scientist,Female,33,Y,Married,Bachelor,Medical,Travel_Rarely,14,High,1,Medium,72,931,4673,2756,13,1,80,No,1,8,8,7,1,6,Very High,5,Better,Excellent,Very High,No
1,253,Research & Development,Manager,Female,40,Y,Married,Below College,Medical,Travel_Rarely,4,High,5,High,46,989,6499,19033,14,1,80,No,1,21,20,8,9,9,Very High,2,Better,Excellent,Medium,No
1,254,Research & Development,Research Director,Male,55,Y,Single,Master,Medical,Travel_Rarely,14,Very High,5,Medium,61,692,13339,18722,11,0,80,No,8,36,24,15,2,15,High,3,Better,Excellent,Very High,No
1,256,Research & Development,Manufacturing Director,Male,34,Y,Married,Below College,Life Sciences,Travel_Frequently,2,Medium,2,High,45,1069,14074,9547,17,0,80,No,1,10,10,9,1,9,Very High,2,Good,Excellent,High,No
1,258,Research & Development,Healthcare Representative,Female,51,Y,Single,Bachelor,Medical,Travel_Rarely,3,High,4,Medium,98,313,7192,13734,18,0,80,No,3,21,7,7,1,0,Very High,6,Better,Excellent,High,No
1,259,Research & Development,Manager,Male,52,Y,Married,Master,Life Sciences,Travel_Rarely,1,Medium,5,High,65,699,5678,19999,14,1,80,No,0,34,33,18,11,9,High,5,Better,Excellent,Low,No
1,260,Research & Development,Research Scientist,Female,27,Y,Single,Bachelor,Medical,Travel_Rarely,9,High,1,Medium,99,894,11781,2279,16,0,80,No,1,7,7,7,0,3,Very High,2,Good,Excellent,Very High,No
1,261,Research & Development,Manufacturing Director,Male,35,Y,Married,College,Life Sciences,Travel_Rarely,23,Medium,2,High,50,556,15497,5916,13,0,80,Yes,3,8,1,0,0,1,Medium,1,Better,Excellent,Low,Yes
1,262,Research & Development,Research Scientist,Male,43,Y,Divorced,Bachelor,Medical,Non-Travel,7,Very High,1,Very High,37,1344,5228,2089,14,3,80,No,4,7,5,4,2,2,Very High,3,Best,Excellent,Very High,No
1,264,Research & Development,Manager,Male,45,Y,Married,College,Medical,Non-Travel,2,Medium,4,Very High,65,1195,20462,16792,23,1,80,No,9,22,20,8,11,8,Low,1,Better,Outstanding,Very High,No
1,267,Research & Development,Research Scientist,Male,37,Y,Married,Bachelor,Life Sciences,Travel_Rarely,21,Very High,1,Low,65,290,22977,3564,12,1,80,Yes,1,8,8,7,1,7,Medium,3,Good,Excellent,Low,No
1,269,Research & Development,Laboratory Technician,Female,35,Y,Single,Bachelor,Medical,Travel_Frequently,2,High,2,Medium,37,138,15986,4425,11,0,80,No,5,10,6,2,1,2,Medium,5,Better,Excellent,Very High,No
1,270,Research & Development,Manufacturing Director,Female,42,Y,Divorced,College,Medical,Non-Travel,21,High,2,High,36,926,16439,5265,16,1,80,No,2,11,5,3,0,2,High,5,Better,Excellent,Medium,No
1,271,Research & Development,Manufacturing Director,Male,38,Y,Married,Master,Life Sciences,Travel_Rarely,2,High,2,High,88,1261,7259,6553,14,0,80,No,9,14,1,0,0,0,Very High,3,Better,Excellent,Medium,No
1,273,Research & Development,Manufacturing Director,Male,38,Y,Married,Bachelor,Technical Degree,Travel_Rarely,29,High,2,Very High,54,1084,4185,6261,18,1,80,No,3,9,7,7,1,7,Very High,3,Bad,Excellent,Low,No
1,274,Research & Development,Manufacturing Director,Male,27,Y,Married,Below College,Technical Degree,Travel_Frequently,1,Medium,2,Low,60,472,9679,4298,19,1,80,No,5,6,2,2,2,0,High,1,Better,Excellent,High,No
1,275,Research & Development,Manufacturing Director,Male,49,Y,Divorced,Master,Life Sciences,Non-Travel,18,High,2,Very High,92,1002,23793,6804,15,2,80,Yes,1,7,7,7,1,7,Very High,0,Better,Excellent,Low,No
1,277,Research & Development,Research Scientist,Male,34,Y,Divorced,Master,Medical,Travel_Frequently,10,High,1,High,43,878,5972,3815,17,1,80,Yes,1,5,5,3,2,0,Very High,4,Best,Excellent,Very High,No
1,281,Research & Development,Laboratory Technician,Male,40,Y,Married,College,Medical,Travel_Rarely,19,High,2,Very High,99,905,16523,2741,15,1,80,Yes,8,15,7,2,3,7,High,2,Best,Excellent,High,No
1,282,Research & Development,Healthcare Representative,Male,38,Y,Married,Below College,Medical,Travel_Rarely,29,High,2,Low,70,1180,11354,6673,19,0,80,Yes,7,17,1,0,0,0,Medium,2,Better,Excellent,Medium,Yes
1,283,Sales,Sales Executive,Female,29,Y,Married,Bachelor,Marketing,Travel_Rarely,27,High,3,Very High,35,121,24525,7639,22,3,80,No,1,10,10,4,1,9,Medium,3,Good,Outstanding,Very High,Yes
1,284,Research & Development,Research Scientist,Male,22,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,5,Very High,1,Medium,60,1136,12392,2328,16,1,80,Yes,1,4,4,2,2,2,Very High,2,Good,Excellent,Low,No
1,286,Research & Development,Laboratory Technician,Female,36,Y,Single,Below College,Medical,Travel_Frequently,18,High,1,Very High,73,635,7703,2153,13,0,80,No,1,8,8,1,1,7,Medium,2,Better,Excellent,Low,No
1,287,Research & Development,Healthcare Representative,Male,40,Y,Married,Doctor,Life Sciences,Non-Travel,9,Medium,2,Very High,63,1151,14242,4876,14,1,80,No,9,5,3,2,0,2,Very High,5,Bad,Excellent,Very High,No
1,288,Research & Development,Healthcare Representative,Male,46,Y,Divorced,Master,Medical,Travel_Rarely,1,High,3,Low,97,644,12368,9396,16,1,80,No,7,17,4,2,0,3,Very High,3,Better,Excellent,High,No
1,291,Sales,Sales Executive,Male,32,Y,Married,Master,Medical,Travel_Rarely,4,Low,3,Very High,32,1045,25812,10400,11,0,80,No,1,14,14,8,9,8,Very High,2,Good,Excellent,High,Yes
1,292,Research & Development,Manufacturing Director,Male,30,Y,Single,Below College,Life Sciences,Non-Travel,1,Medium,3,High,88,829,20925,8474,22,0,80,No,1,12,11,8,5,8,High,2,Better,Outstanding,High,No
1,293,Sales,Sales Executive,Female,27,Y,Single,Bachelor,Life Sciences,Travel_Frequently,20,High,2,High,90,1242,12916,9981,14,0,80,No,1,7,7,7,0,7,Very High,2,Better,Excellent,Very High,No
1,296,Research & Development,Research Director,Male,51,Y,Married,Master,Life Sciences,Travel_Rarely,8,Medium,3,Medium,81,1469,15736,12490,16,2,80,No,5,16,10,9,4,7,Medium,5,Bad,Excellent,Very High,No
1,297,Research & Development,Research Scientist,Female,30,Y,Single,Bachelor,Technical Degree,Travel_Rarely,3,High,1,Low,88,1005,8556,2657,11,0,80,Yes,5,8,5,2,0,4,Very High,5,Better,Excellent,High,Yes
1,298,Sales,Manager,Female,41,Y,Single,Bachelor,Life Sciences,Travel_Rarely,6,High,3,Very High,75,896,14674,13591,18,0,80,Yes,3,16,1,0,0,0,Very High,3,Better,Excellent,High,No
1,299,Sales,Sales Executive,Female,30,Y,Single,Master,Marketing,Travel_Frequently,26,Medium,2,Low,52,334,22967,6696,15,0,80,No,5,9,6,3,0,1,High,5,Good,Excellent,High,Yes
1,300,Research & Development,Research Scientist,Male,29,Y,Single,Bachelor,Technical Degree,Travel_Rarely,1,High,1,High,85,992,19757,2058,14,0,80,No,0,7,6,2,1,5,High,1,Good,Excellent,Very High,Yes
1,302,Sales,Sales Executive,Female,45,Y,Single,Bachelor,Medical,Non-Travel,6,Medium,3,Very High,57,1052,16840,8865,12,0,80,No,6,23,19,7,12,8,Very High,2,Better,Excellent,Very High,No
1,303,Sales,Sales Executive,Female,54,Y,Married,Bachelor,Marketing,Travel_Rarely,3,High,2,Low,52,1147,17011,5940,14,1,80,No,2,16,6,2,0,5,Very High,4,Better,Excellent,Very High,No
1,304,Research & Development,Laboratory Technician,Male,36,Y,Single,College,Life Sciences,Travel_Rarely,5,High,2,Medium,62,1396,9945,5914,16,0,80,No,8,16,13,11,3,7,Very High,3,Best,Excellent,Very High,No
1,305,Research & Development,Research Scientist,Female,33,Y,Married,Master,Medical,Travel_Rarely,4,Medium,1,Medium,47,147,13248,2622,21,0,80,No,6,7,3,2,1,1,High,3,Better,Outstanding,Very High,No
1,306,Research & Development,Research Director,Male,37,Y,Divorced,Bachelor,Other,Travel_Frequently,11,High,3,Very High,47,663,10056,12185,14,3,80,Yes,1,10,10,8,0,7,Medium,1,Better,Excellent,High,No
1,307,Sales,Sales Executive,Male,38,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,3,High,3,High,76,119,9647,10609,12,2,80,No,0,17,16,10,5,13,Low,6,Good,Excellent,High,No
1,308,Research & Development,Manufacturing Director,Male,31,Y,Married,Master,Medical,Non-Travel,1,Low,2,High,90,979,4381,4345,12,1,80,No,0,6,5,4,1,4,High,2,Better,Excellent,Very High,No
1,309,Research & Development,Research Scientist,Male,59,Y,Married,Bachelor,Life Sciences,Travel_Rarely,3,Medium,1,Very High,70,142,8456,2177,17,1,80,No,3,7,1,0,0,0,High,6,Better,Excellent,Low,No
1,311,Sales,Sales Representative,Male,37,Y,Divorced,Master,Marketing,Travel_Frequently,4,High,1,Very High,41,319,2539,2793,17,1,80,No,4,13,9,8,5,8,Low,2,Better,Excellent,High,No
1,312,Sales,Sales Executive,Female,29,Y,Married,Below College,Medical,Travel_Frequently,1,High,3,Very High,42,1413,6599,7918,14,1,80,No,1,11,11,10,4,1,Medium,5,Better,Excellent,Very High,No
1,314,Sales,Sales Executive,Female,35,Y,Single,Bachelor,Marketing,Travel_Frequently,1,High,3,High,92,944,9096,8789,14,0,80,No,1,10,10,7,0,8,High,3,Best,Excellent,Low,No
1,315,Research & Development,Research Scientist,Male,29,Y,Single,Below College,Medical,Travel_Rarely,18,Medium,1,Very High,86,896,14961,2389,13,0,80,Yes,1,4,4,3,0,1,High,3,Good,Excellent,High,Yes
1,316,Research & Development,Laboratory Technician,Female,52,Y,Single,Bachelor,Life Sciences,Travel_Rarely,2,Medium,1,Very High,89,1323,3300,3212,15,0,80,No,7,6,2,2,2,2,High,3,Good,Excellent,Medium,No
1,319,Research & Development,Manager,Male,42,Y,Married,College,Technical Degree,Travel_Rarely,4,High,5,Very High,58,532,4933,19232,11,0,80,No,1,22,22,17,11,15,High,3,Better,Excellent,Very High,No
